,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,6.373523712158203,0.03739995956420898,0.5004318911891305,0.5000433090761918,0.1,"(50, 50)",2,"{'km__n_clusters': 2, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",32,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5021597889380881,0.500216545380959,0.6921350278870105,0.0027000216414260923,0.0008638656223586992,8.661815238364957e-05
1,7.154440546035767,0.0338627815246582,0.5000378405472768,0.5000045106977298,0.1,"(50, 50)",3,"{'km__n_clusters': 3, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",126,0.5001891832910877,0.5000225534886494,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5202822012767888,0.0033836716236957435,7.567623307344279e-05,9.021395459807291e-06
2,8.355530214309692,0.03590502738952637,0.5,0.4999999999999999,0.1,"(50, 50)",4,"{'km__n_clusters': 4, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",147,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,1.1237314190748096,0.0017985955816097847,4.964685539018628e-17,4.2998752849492583e-17
3,9.775265789031982,0.035561990737915036,0.499848651676978,0.5002473906211706,0.1,"(50, 50)",5,"{'km__n_clusters': 5, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",239,0.5,0.49999999999999994,0.4992433361589511,0.5012369531058537,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.39150956922369706,0.0025687124566560254,0.00030267720190422994,0.0004947812423415132
4,13.431780195236206,0.033738231658935545,0.4999492319113189,0.5000314680693876,0.1,"(50, 50)",6,"{'km__n_clusters': 6, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",215,0.500794029100813,0.49946171098045805,0.5,0.49999999999999994,0.49927432367493363,0.49993334065931666,0.49972425643742097,0.5005443956727254,0.4999534936338299,0.500217893034438,2.0731434743297927,0.0018802675968175003,0.0004944705405815267,0.00035583461389907916
5,12.927633953094482,0.034681844711303714,0.5002082197253741,0.49963691817680056,0.1,"(50, 50)",7,"{'km__n_clusters': 7, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",73,0.5022733190416414,0.4996092621093121,0.5,0.49999999999999994,0.5,0.49999999999999994,0.49876735587413557,0.49857532877469096,0.5000000000000001,0.4999999999999999,1.2961666122969648,0.001779590065391001,0.0011376212611449823,0.0005519460386221945
6,15.403792524337769,0.035557794570922854,0.5004182410662439,0.5007081060611152,0.1,"(50, 50)",8,"{'km__n_clusters': 8, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",33,0.5,0.49999999999999994,0.5015074352014299,0.502343187855704,0.5,0.49999999999999994,0.4998978316519485,0.5008134302067098,0.5006858735300121,0.5003839122431627,1.6034029268083805,0.0027134114095222215,0.0006129850303233311,0.0008709208540178405
7,15.375277376174926,0.036474609375,0.5,0.4999999999999999,0.1,"(50, 50)",9,"{'km__n_clusters': 9, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",147,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,1.5108234472867859,0.0020222061814329675,4.964685539018628e-17,4.2998752849492583e-17
8,16.849060106277467,0.035891056060791016,0.5000099281172042,0.49997939068794706,0.1,"(50, 50)",10,"{'km__n_clusters': 10, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",140,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5000496354842136,0.4998969534397355,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,1.4706202487874216,0.0021693084686713105,1.9854958915552848e-05,4.121862410576549e-05
9,21.595772314071656,0.035687828063964845,0.49976510251009293,0.5001327105104372,0.1,"(50, 50)",15,"{'km__n_clusters': 15, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",249,0.4988091643186864,0.5005624417082897,0.5,0.49999999999999994,0.5,0.49999999999999994,0.5,0.4999999999999999,0.5000164731722079,0.5001011108438963,1.7660198990092288,0.001817410257559329,0.0004780423723190575,0.00021840498166240778
10,28.928714942932128,0.03925046920776367,0.5003291213841577,0.5000157580645239,0.1,"(50, 50)",20,"{'km__n_clusters': 20, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",52,0.5001799632919252,0.5001974687080746,0.5000651639038558,0.5004468659136505,0.5,0.49999999999999994,0.5014006704823851,0.49943445570089456,0.5000000000000001,0.4999999999999999,3.859751133699032,0.0014494945755185306,0.0005397421199032417,0.0003338508070124461
