,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,22.918991470336913,0.06762080192565918,0.7923637338380264,0.7939135244024327,relu,1.0,"(100, 100)",0.016,"{'NN__hidden_layer_sizes': (100, 100), 'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__learning_rate_init': 0.016}",1,0.7880631270507099,0.7878738311753535,0.7954935152785834,0.794020247179144,0.7926794319171353,0.7977269278402869,0.7928375535920019,0.7954238262623825,0.7927454624628998,0.7945227895549962,6.29113882645612,0.01418100416429663,0.002398428154759031,0.00327669179333149
