,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,30.93919429779053,0.12904801368713378,0.907332910853651,0.9090535651339124,relu,1.0,"(100, 100)",0.016,"{'NN__learning_rate_init': 0.016, 'NN__hidden_layer_sizes': (100, 100), 'NN__activation': 'relu', 'NN__alpha': 1.0}",1,0.903240137044221,0.9013219210319512,0.9030851410976888,0.9107043354665303,0.9016662180733435,0.9086212482287751,0.9295173492742392,0.9248815490581432,0.8991555035929755,0.8997387718841623,4.976237448236774,0.030246357365242046,0.011188588224599923,0.008944056233144003
