,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,13.427904033660889,0.0668755054473877,0.5306900057565059,0.530099916870735,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",366,0.535670278239624,0.5334610609093732,0.5304385583135681,0.5325145765677382,0.5257504069407736,0.5215107122496188,0.5341983309227761,0.5297859361354199,0.5273917098232558,0.533227298491525,3.380098469677815,0.006805112183219172,0.0038066870142344595,0.004489574733277366
1,37.25865440368652,0.06828780174255371,0.6131039165923702,0.616570595708031,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",348,0.6090234839878688,0.6146487150122388,0.611218552761982,0.6149148085132485,0.622434149661112,0.6205290430944975,0.6128370575506498,0.617591960235886,0.6100064274023796,0.6151684516842838,3.912396662478802,0.003451048881456315,0.004835784604462315,0.0022411495138333955
2,33.69469513893127,0.061832427978515625,0.6907236037531508,0.6922770057126532,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",299,0.6939317938393882,0.695301209718777,0.683665494174402,0.6896830018215021,0.6929586250549128,0.6933393393585329,0.6992505698529848,0.6941405485278167,0.6838106255852072,0.6889209291366369,4.1756084905596875,0.004158918312139633,0.0060926145516748045,0.0025194944191707404
3,17.375388383865356,0.061774826049804686,0.6895500686784463,0.6911109809224811,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",306,0.694219125915376,0.6918934380608143,0.6851171625891047,0.6913116964318426,0.6883399874222939,0.6900803267825832,0.6946603866472463,0.6895388098644237,0.6854128888191912,0.6927306334727419,4.66646845956859,0.0013091715982182606,0.004150833089912605,0.0011670278543783684
4,18.73066840171814,0.06007418632507324,0.6922451375286349,0.6940120886885313,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",295,0.7001127792834488,0.7014401231994741,0.6816200880439424,0.6897801663761841,0.6852132281317961,0.6817483151902766,0.6982449309500244,0.6968303834434154,0.6960342944307569,0.7002614552333065,5.995317362840353,0.003090754250185355,0.007410785653073215,0.007355030538432289
5,28.080116939544677,0.06340336799621582,0.6968609576346375,0.6993681757597872,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",277,0.6947947411606407,0.694486968984167,0.6969478167895048,0.703381803635613,0.7072858621759296,0.7089748974385056,0.6934168177724142,0.6906438550816628,0.6918592862712011,0.6993533536589873,13.156099385745215,0.00289482075956363,0.0054741644037518454,0.006455051986060932
6,21.97833857536316,0.06298456192016602,0.7287833461066295,0.7321785922495427,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",251,0.7351682096796567,0.735346358367853,0.7253896557710845,0.7307811548392246,0.7288380095423407,0.7330745778647236,0.7319135338767365,0.7311258062217696,0.7226061918838712,0.7305650639541427,7.970868579960279,0.00328496586256234,0.004477547307724847,0.0018167110776903046
7,22.133049631118773,0.06479597091674805,0.7345712221187881,0.7375450124015714,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",218,0.7439774055560966,0.7439141273161748,0.7309952458173691,0.7350749135988003,0.72828877964654,0.72939784911691,0.7343272676989082,0.7338405000256986,0.7352666284613126,0.7454976719502734,8.268560917016446,0.003165341384699981,0.005315712449820634,0.006164600365285098
8,23.131868410110474,0.06362862586975097,0.7345944946435219,0.7378885036250539,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",217,0.7385232591901766,0.7398517894354154,0.7333392620467549,0.7361275602205082,0.7353519158577965,0.7384817937733844,0.7379137995646388,0.7350215297359772,0.7278432760417259,0.7399598449599842,5.078507587400832,0.002807723568437691,0.0038517142517512726,0.0019908490778421323
9,29.913620233535767,0.05932602882385254,0.7390214385872015,0.742847143303502,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",197,0.7452418161479607,0.7438208294516733,0.7300149016258265,0.7354593982337745,0.7397106923751989,0.7432654989897346,0.7457602054562511,0.7439376116010297,0.7343786003350133,0.7477523782412974,7.2353007696919605,0.002392628900548118,0.006119711480451857,0.004023737424671449
10,17.91903166770935,0.06390690803527832,0.7511801945893265,0.7545224581846427,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",134,0.7504869597637265,0.7501855180308978,0.75017840500961,0.7550480535986255,0.7520759840220324,0.7535527597204129,0.7609488217828745,0.7585440760437787,0.7422100579757472,0.7552818835294989,6.348419453073541,0.0018414794677068204,0.005969402488748829,0.002712038075220388
