,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,23.65690393447876,0.08637542724609375,0.718370107803858,0.7182053028110227,relu,1.0,"(100, 100)",0.016,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': (100, 100), 'NN__learning_rate_init': 0.016, 'NN__alpha': 1.0}",1,0.7030017538544141,0.7087287091768634,0.727704258961261,0.7253313997518749,0.7127496417491936,0.7058089949694075,0.7257281923145693,0.7272446763368778,0.7226676800298495,0.7239127338200897,7.754107619584206,0.014258259311748742,0.009246878295242992,0.009039254118395967
