1,5.555584460416009
2,3.424629376088764
3,2.625622832839965
4,2.32558946596235
5,1.8711088753973548
6,1.7926588412033815
7,1.618447644046258
8,1.550571122245063
9,1.4800881877687337
10,1.3347147092041958
11,1.315259061387629
12,1.2465375480895586
13,1.2362294596608012
14,1.1828207801219095
15,1.1672856259903854
16,1.1538779856599013
17,1.1512658408622165
18,1.1420855708608726
19,1.1348633055347968
20,1.0985902111926449
21,1.0553712986542059
22,1.053994507919262
23,1.0490364170931932
24,1.0458642323990948
25,1.039805491169693
26,1.033300067102765
27,1.0289824328853485
28,1.0130175002674184
29,1.0077460627697632
30,1.0042258327825466
31,1.0007730723463129
32,0.9888903806572856
33,0.9696781357602248
34,0.9676142693575251
35,0.9572692496316931
36,0.9461107183301946
37,0.9237140712578273
38,0.9195151520208021
39,0.9115458914846984
40,0.8835819399105984
41,0.8526191788415171
42,0.8330504672135214
43,0.8219859481912546
44,0.7979553343490376
45,0.7240351554841703
46,0.7192497738341109
47,0.6989936112069439
48,0.6891244627317203
49,0.6334330756326686
50,0.5828243067710164
51,0.550782290882999
52,0.5346784716009956
53,0.5066394690189859
54,0.45152830136431366
55,0.4216694425525094
56,0.3966191064834053
57,0.34613328297017865
58,0.3359860590920024
59,0.2877149213191563
60,0.2701707500165162
61,0.10011166774628878
62,0.0829627927789818
63,0.05174718239758404
64,0.036525629295143476
65,0.02496476004208195
66,0.022446233812656344
67,0.018853832848427277
