,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,9.099676895141602,0.06323089599609374,0.5,0.5,0.001,"(100, 100)",2,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 2, 'NN__alpha': 0.001}",14,0.5,0.4999999999999999,0.5,0.5,0.5,0.5,0.49999999999999994,0.4999999999999999,0.5,0.5,1.4163586089213376,0.0048697582089584,2.482342769509314e-17,7.021666937153402e-17
1,10.111572408676148,0.0777923583984375,0.5,0.5,0.001,"(100, 100)",3,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 3, 'NN__alpha': 0.001}",14,0.5,0.4999999999999999,0.5,0.5,0.5,0.5,0.49999999999999994,0.4999999999999999,0.5,0.5,0.376629434582545,0.008626189800625059,2.482342769509314e-17,7.021666937153402e-17
2,11.996133756637573,0.0959442138671875,0.5160343929672876,0.5151689990612315,0.001,"(100, 100)",4,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 4, 'NN__alpha': 0.001}",11,0.5,0.4999999999999999,0.5,0.5,0.5,0.5,0.5801843275141305,0.5758449953061575,0.5,0.5,0.8883471164791927,0.010841418759003482,0.032071876455079106,0.030337998122463017
3,14.96120810508728,0.12367024421691894,0.510444920076144,0.5103467639618273,0.001,"(100, 100)",5,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 5, 'NN__alpha': 0.001}",12,0.512470222175637,0.5071730235173946,0.5397490108258042,0.5445607962917419,0.5,0.5,0.49999999999999994,0.4999999999999999,0.5,0.5,1.3803743412436769,0.030603766475140595,0.015428460123874216,0.01733112350729968
4,17.47987632751465,0.13902864456176758,0.5172994530405097,0.5177137136773768,0.001,"(100, 100)",6,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 6, 'NN__alpha': 0.001}",10,0.5054644092781199,0.5036764786823853,0.5127495257592912,0.5155764863256084,0.5682744404153741,0.5693156033788904,0.49999999999999994,0.4999999999999999,0.5,0.5,1.196762006779525,0.018621652172288304,0.025915064782996468,0.02642694848942312
5,22.460363149642944,0.17732615470886232,0.5016035157232464,0.5015507829068271,0.001,"(100, 100)",7,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 7, 'NN__alpha': 0.001}",13,0.5080167546102076,0.5077539145341354,0.5,0.5,0.5,0.5,0.49999999999999994,0.4999999999999999,0.5,0.5,3.4065767349319045,0.00796339649832731,0.0032068254383700646,0.003101565813654183
6,23.193204402923584,0.1689483642578125,0.5228960199667934,0.522179516795837,0.001,"(100, 100)",8,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 8, 'NN__alpha': 0.001}",9,0.5,0.4999999999999999,0.5,0.5,0.5684880948320588,0.5681296816582878,0.5459920563935988,0.5427679023208971,0.5,0.5,1.5375001241536719,0.02133082213151852,0.028930626445133754,0.02832346082421908
7,28.148557329177855,0.194680118560791,0.5352202680024454,0.5333058212379431,0.001,"(100, 100)",9,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 9, 'NN__alpha': 0.001}",8,0.5481905093072079,0.542855325229714,0.5,0.5,0.5663057972859096,0.5612238589074552,0.5455138141941315,0.5464956635089354,0.516088948471293,0.5159542585436107,1.380246949427094,0.025617136461227836,0.023862692212140057,0.022158232100995653
8,24.594257164001466,0.20963969230651855,0.5406676907849278,0.5419769697503108,0.001,"(100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 10, 'NN__alpha': 0.001}",7,0.6014589504840292,0.5989409065486577,0.5678863685709223,0.5688131165057231,0.5069748253815346,0.511334562559139,0.5081510296495598,0.5105912888571776,0.5188533201695925,0.5202049742808567,2.7893612145341202,0.009781272651194165,0.03769662894744245,0.03567381879911703
9,43.54440417289734,0.2762629508972168,0.5842873562852953,0.586476891467316,0.001,"(100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 15, 'NN__alpha': 0.001}",4,0.5035726456905446,0.5038548046619119,0.6332405648906314,0.6345992549305073,0.5619321901643545,0.5649648213249702,0.6105276679585565,0.6141608441933657,0.6121776208869003,0.6148047322258253,5.68367294255711,0.010249224077009381,0.04664374906739165,0.04727326528969633
10,71.38817863464355,0.3889613151550293,0.5782569989299459,0.5797378884087079,0.001,"(100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 20, 'NN__alpha': 0.001}",5,0.5096015546166408,0.5101140478434557,0.5829894897555411,0.5805548510118447,0.5994914858506982,0.6117750984140806,0.56852742533474,0.5621285153643913,0.6306860101706405,0.6341169294097677,17.162211069063083,0.07030456699256234,0.040076004028605616,0.04275909154106944
11,78.8500997543335,0.48709812164306643,0.6106566697598412,0.6124750843698171,0.001,"(100, 100)",25,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 25, 'NN__alpha': 0.001}",2,0.5916203794979386,0.586914133043983,0.701137193310246,0.6992284479269851,0.5601647232572191,0.5691549206069527,0.5940926788298097,0.5940865359671879,0.6062629890962858,0.612991384303977,3.483145579125853,0.036691243056524755,0.047735328358185246,0.045595065933899184
