,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,8.452986240386963,0.03892121315002441,0.6990431903501662,0.6994476727696594,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",330,0.7035254039055421,0.701949210795838,0.7020430108622863,0.698027189109178,0.6954447945046772,0.6994405284965258,0.6922511545702226,0.697444104103724,0.7019514463524278,0.700377331343031,0.6270896269347019,0.002200070683462423,0.004396097435121237,0.0016219784110099796
1,6.808769464492798,0.037310791015625,0.7252188196407796,0.7256418475243939,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",321,0.7257280313415128,0.7246565116005972,0.7333536506435117,0.7296828684706704,0.7163576430968881,0.720957014327538,0.7260052396915981,0.7279476418344025,0.7246494364257187,0.7249652013887612,1.3094600841222035,0.0002702616684488536,0.005401812096809586,0.00300076445747639
2,9.698025178909301,0.034936380386352536,0.74177358554932,0.7417102956560996,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",265,0.7442376314733615,0.7411890535177446,0.7491288698445251,0.7432259046221552,0.7335919883206043,0.7422694011896825,0.7407714564215779,0.7428261313567909,0.7411377028909037,0.7390409875941251,2.5556648692739485,0.0005116323254081099,0.005069899048696579,0.0015001105121375288
3,8.507648420333862,0.03534598350524902,0.7422348537902449,0.742705218788396,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",259,0.7407110454947321,0.739135300696883,0.747115162794996,0.7394392070917074,0.7345079660503863,0.7449945655820079,0.7435471135659495,0.7462941395101748,0.7452933931638467,0.7436628810612067,1.2959668117513679,0.0004875012823497989,0.0044027322920013115,0.002913751029186172
4,8.418308877944947,0.03552975654602051,0.7418562812329599,0.7425594686335303,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 6}",261,0.7437736677866468,0.739521599724449,0.7479904039781157,0.7416185079233165,0.7351681767048788,0.7458055350554014,0.7426788033715862,0.7459549410724692,0.7396699852541831,0.7398967593920155,0.8201852683724469,0.0007294057325871152,0.004277637402972452,0.002802507997154326
5,9.001427173614502,0.036731815338134764,0.7390524397940229,0.7394978505729496,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 7}",288,0.7447486742778585,0.7444221372144338,0.7435035400704583,0.7403352110779631,0.7362497337175277,0.741659444292897,0.7385819944463754,0.7406575368132966,0.7321771258212861,0.7304149234661573,0.917987592109623,0.0009195113990631562,0.0046390617640928574,0.004763752637497555
6,14.436029767990112,0.03846540451049805,0.7349988712255006,0.7354594675535274,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 8}",306,0.7353182786135395,0.735559944329195,0.7464111747924016,0.7434649699627781,0.7310790292402788,0.7342437917994736,0.7299759487895062,0.7320931794457656,0.7322096451132626,0.7319354522304246,5.640799647240804,0.004829747820643068,0.0059785733510043905,0.004226738969179054
7,12.023652172088623,0.037761497497558597,0.7394744638141928,0.7398438761535268,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",286,0.7387343339649949,0.7398644669875056,0.7412235675362,0.7374785411066519,0.7360928691337589,0.7395365319646667,0.7388923600458396,0.7420464165154411,0.7424295207210243,0.7402934241933682,3.0564717123730776,0.0016493786301489254,0.002196033179981428,0.0014658084324243462
8,10.742069625854493,0.038801145553588864,0.7382185423599823,0.7388740167546249,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",291,0.7427194148439301,0.7437676453156445,0.7443485431163561,0.7406778069890888,0.7342168135594602,0.7375461529511318,0.7338111128891588,0.7366917956187434,0.7359962227330238,0.7356866828985162,2.6833385123937816,0.0033839327088220385,0.004432022395987027,0.00296262276302556
9,9.224602365493775,0.03255414962768555,0.7487310428203033,0.7486645702855068,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",194,0.7474921368362368,0.746035743264493,0.7556897132235452,0.7529778509470862,0.739100986204954,0.7441796815822082,0.7527703230010636,0.7541779659643024,0.7486021546664419,0.7459516096694435,2.812550577301642,0.0001742476113565815,0.005639654338980569,0.004083798121068579
10,10.553325366973876,0.031068992614746094,0.7561002236797254,0.7562686031569944,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",154,0.7619812618317703,0.7567557815052564,0.7575611481386727,0.7562024078340044,0.7447035354497992,0.7496017147218224,0.7594649276679976,0.761647833639826,0.7567897784083794,0.757135278084063,3.709650449682113,0.00039538322169796616,0.005973360848068837,0.003856847728066693
