,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,20.395324420928954,0.12466816902160645,0.5,0.5000000000000002,relu,1.0,"(100, 100)",0.016,"{'NN__hidden_layer_sizes': (100, 100), 'NN__alpha': 1.0, 'NN__activation': 'relu', 'NN__learning_rate_init': 0.016}",1,0.5,0.5,0.5,0.5000000000000002,0.5,0.5,0.5,0.5000000000000002,0.5000000000000001,0.5000000000000002,5.04283866289397,0.02535724787997417,4.9649435983350703e-17,1.4043333874306804e-16
