,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,30.498078680038454,0.14960265159606934,0.8013398337443952,0.8017061441010231,relu,1.0,"(100, 100)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__learning_rate_init': 0.016, 'NN__hidden_layer_sizes': (100, 100)}",1,0.797640568530959,0.7961197506280908,0.7983803570342569,0.8026474769157342,0.8026304631225532,0.8058587157068455,0.8025730276495487,0.805317359106963,0.8054754570243284,0.7985874181474815,8.633178153454267,0.007162753500534969,0.002923444179558899,0.003797501174097904
