,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,41.21563057899475,0.19150300025939943,0.985756117897368,0.9856897728263501,relu,1.0,"(100, 100)",0.016,"{'NN__activation': 'relu', 'NN__learning_rate_init': 0.016, 'NN__hidden_layer_sizes': (100, 100), 'NN__alpha': 1.0}",1,0.9839641099252319,0.9849908254479427,0.9880372405579665,0.9882021305028983,0.9882762122567187,0.9882095880110592,0.9803440536691712,0.9792275970617337,0.9881591838113575,0.987818723108117,8.140829118099278,0.01464740495004211,0.003156920175474465,0.0034479582947830145
