,x,y,target
0,-50.587196350097656,17.56434440612793,1.0
1,61.57282257080078,-30.82798957824707,1.0
2,-50.074039459228516,55.79254150390625,1.0
3,-37.466949462890625,-75.78379821777344,0.0
4,12.08619213104248,21.179677963256836,0.0
5,-65.46068572998047,-21.01705551147461,0.0
6,7.279487133026123,-86.51801300048828,1.0
7,24.235980987548828,1.589213252067566,0.0
8,17.718441009521484,-12.893743515014648,0.0
9,-30.636798858642578,60.86369705200195,1.0
10,-28.164236068725586,-41.15023422241211,0.0
11,-9.094254493713379,-7.852663516998291,0.0
12,-8.523756980895996,-50.37315368652344,1.0
13,-25.36161994934082,-68.06233215332031,1.0
14,-12.768170356750488,-26.570430755615234,1.0
15,84.94169616699219,11.417762756347656,1.0
16,-41.50501251220703,44.261295318603516,0.0
17,-84.00537872314453,6.275900840759277,0.0
18,64.29507446289062,48.397727966308594,0.0
19,26.96565818786621,54.53024673461914,1.0
20,23.85032081604004,79.13863372802734,0.0
21,-25.49338722229004,-7.9493937492370605,1.0
22,19.541662216186523,-42.03630065917969,0.0
23,-26.389415740966797,48.17210006713867,1.0
24,-32.307525634765625,65.46318054199219,1.0
25,44.61795425415039,49.695556640625,1.0
26,-28.51485252380371,-45.169559478759766,0.0
27,3.7169055938720703,4.266544818878174,0.0
28,-28.96769142150879,-34.551910400390625,1.0
29,2.917692184448242,-68.30740356445312,1.0
30,-13.847798347473145,-2.982534885406494,0.0
31,29.30695343017578,58.60862731933594,1.0
32,-65.58094024658203,-2.531752347946167,0.0
33,-19.32764434814453,-11.120318412780762,0.0
34,0.2268654704093933,-38.82830047607422,1.0
35,22.91544532775879,20.83425521850586,1.0
36,-45.751808166503906,14.245124816894531,1.0
37,41.905879974365234,-61.817283630371094,1.0
38,25.43886947631836,1.0010439157485962,0.0
39,47.43830871582031,-52.52261734008789,1.0
40,-35.4464111328125,54.57833480834961,0.0
41,-65.18429565429688,31.825519561767578,1.0
42,-63.88527297973633,25.67795181274414,0.0
43,-11.171009063720703,-54.09241485595703,1.0
44,17.492900848388672,-9.031296730041504,1.0
45,5.632422924041748,-21.637880325317383,0.0
46,-15.262506484985352,52.21874237060547,1.0
47,33.229530334472656,-44.24294662475586,0.0
48,11.194541931152344,-20.533889770507812,1.0
49,-53.80050277709961,64.5711669921875,0.0
50,9.727388381958008,27.52690315246582,0.0
51,-30.716970443725586,17.77309226989746,1.0
52,-29.32646942138672,31.65955352783203,1.0
53,-37.76124954223633,-6.015401363372803,1.0
54,-14.156097412109375,-84.89447784423828,1.0
55,-24.13374137878418,-51.70781707763672,1.0
56,-53.487369537353516,44.456478118896484,0.0
57,-31.158355712890625,-57.57319641113281,1.0
58,17.105499267578125,-13.591556549072266,1.0
59,31.033370971679688,45.59558868408203,1.0
60,29.107376098632812,-2.2371466159820557,1.0
61,0.09297281503677368,-28.124128341674805,1.0
62,-57.20549011230469,-26.670392990112305,1.0
63,51.032527923583984,-59.2753791809082,1.0
64,41.668739318847656,35.76325607299805,1.0
65,-20.519943237304688,-24.699857711791992,0.0
66,16.84010887145996,19.043537139892578,1.0
67,53.739990234375,64.0947265625,1.0
68,-30.828584671020508,-57.606143951416016,1.0
69,-82.16822814941406,-20.784273147583008,0.0
70,14.253382682800293,-52.49146270751953,1.0
71,48.37814712524414,40.057464599609375,0.0
72,-21.057775497436523,83.01570892333984,0.0
73,28.32067108154297,-30.71609878540039,1.0
74,16.820903778076172,4.668910503387451,0.0
75,-36.88761520385742,8.603937149047852,1.0
76,45.777164459228516,-70.31956481933594,1.0
77,62.909088134765625,28.370935440063477,1.0
