,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,7.8909080028533936,0.03530564308166504,0.5,0.5,0.001,"(100, 100)",2,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 2, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,1.41904991400233,0.0016200824135807904,7.021125622197724e-17,5.551115123125783e-17
1,7.25919623374939,0.035904979705810545,0.5,0.5,0.001,"(100, 100)",3,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 3, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,1.0643210581665998,0.0008919102161175922,7.021125622197724e-17,5.551115123125783e-17
2,9.12919774055481,0.0359039306640625,0.5,0.5,0.001,"(100, 100)",4,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 4, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,0.9589987472204966,0.002091919079373383,7.021125622197724e-17,5.551115123125783e-17
3,9.978126525878906,0.034308004379272464,0.4991607551762797,0.5002234927643087,0.001,"(100, 100)",5,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 5, 'NN__alpha': 0.001}",14,0.4958042071480088,0.5011174638215432,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,1.2332571550045492,0.0027200931142897546,0.0016783818273250562,0.0004469855286172775
4,12.36913766860962,0.03510627746582031,0.5,0.5,0.001,"(100, 100)",6,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 6, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,3.6451871721028435,0.00203385867733792,7.021125622197724e-17,5.551115123125783e-17
5,11.790283489227296,0.0365027904510498,0.5,0.5000164379058107,0.001,"(100, 100)",7,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 7, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000821895290539,0.5000000000000001,0.49999999999999994,1.4954353181047677,0.0010169620491361135,7.021125622197724e-17,3.287581162156328e-05
6,13.327775239944458,0.03769874572753906,0.5000285583428367,0.5000604910080552,0.001,"(100, 100)",8,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 8, 'NN__alpha': 0.001}",4,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.500142813732952,0.5003024550402757,2.5716734481358006,0.000746225563838598,5.7122190100266515e-05,0.00012098201611027148
7,17.23134036064148,0.03710074424743652,0.4999770516285294,0.49996000439558996,0.001,"(100, 100)",9,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 9, 'NN__alpha': 0.001}",13,0.5,0.5,0.5,0.5,0.49988526993523263,0.4998000219779499,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,2.573892580638116,0.0018279809621591914,4.589379470010796e-05,7.999120882002387e-05
8,13.457227039337159,0.034308242797851565,0.5,0.5,0.001,"(100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 10, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,0.9414038348771858,0.0016208689572984555,7.021125622197724e-17,5.551115123125783e-17
9,20.20040373802185,0.035903310775756835,0.5,0.5,0.001,"(100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 15, 'NN__alpha': 0.001}",5,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,2.6006924926004253,0.0018910970373620898,7.021125622197724e-17,5.551115123125783e-17
10,27.954875230789185,0.03969464302062988,0.5000806956962719,0.49996217990342817,0.001,"(100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 20, 'NN__alpha': 0.001}",3,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5004035406985499,0.4998108995171408,2.879932590622596,0.0015956285240739895,0.00016140694609187716,7.564019314368896e-05
11,29.723348665237427,0.04009370803833008,0.5000967714105699,0.49993953550110676,0.001,"(100, 100)",25,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 25, 'NN__alpha': 0.001}",2,0.5,0.5,0.5004838073244783,0.49969767750553357,0.5,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,1.8211257373253118,0.002034190404150114,0.00019353038864767727,0.00012092899778657906
12,33.531170511245726,0.042287445068359374,0.5002060597476217,0.5002745235136044,0.001,"(100, 100)",30,"{'NN__hidden_layer_sizes': (100, 100), 'km__n_clusters': 30, 'NN__alpha': 0.001}",1,0.5,0.5,0.5,0.5,0.5,0.5000000000000001,0.501030457612239,0.501372617568022,0.5000000000000001,0.49999999999999994,3.1698862760884294,0.0032532797700216224,0.0004121592118621812,0.0005490470272087877
