,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,10.525266408920288,0.08357677459716797,0.5000000000000001,0.5,0.001,"(100, 100)",2,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 2, 'NN__alpha': 0.001}",11,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.14846614027799782,0.009234784424588739,0.0,6.568167990716596e-17
1,20.05878129005432,0.08816537857055665,0.5000000000000001,0.5,0.001,"(100, 100)",3,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 3, 'NN__alpha': 0.001}",11,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,2.58662946407005,0.006262796723475118,0.0,6.568167990716596e-17
2,21.042752313613892,0.09554491043090821,0.5000000000000001,0.5,0.001,"(100, 100)",4,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 4, 'NN__alpha': 0.001}",11,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.7897364059826568,0.013766790980244659,0.0,6.568167990716596e-17
3,23.536685705184937,0.1061171054840088,0.5000000000000001,0.5,0.001,"(100, 100)",5,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 5, 'NN__alpha': 0.001}",11,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,2.280983870825302,0.012545429089387645,0.0,6.568167990716596e-17
4,33.15756974220276,0.10930795669555664,0.5005469859544736,0.5004909565418403,0.001,"(100, 100)",6,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 6, 'NN__alpha': 0.001}",9,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5027348905196977,0.5024547827092012,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,5.7812066829469115,0.009619847072234938,0.0010939620957354864,0.0009819130836804745
5,32.35491490364075,0.1206777572631836,0.5003243678171134,0.5003003548375033,0.001,"(100, 100)",7,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 7, 'NN__alpha': 0.001}",10,0.5016218158083643,0.5015017741875166,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,4.165363506488791,0.011051542960306682,0.0006487298148999495,0.0006007096750066498
6,37.218314743041994,0.12486615180969238,0.5000000000000001,0.5,0.001,"(100, 100)",8,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 8, 'NN__alpha': 0.001}",11,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,3.4325735715998205,0.0076836559546375575,0.0,6.568167990716596e-17
7,77.691424036026,0.13204832077026368,0.5152143144094703,0.5157162112967824,0.001,"(100, 100)",9,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 9, 'NN__alpha': 0.001}",8,0.5034249864775896,0.5035005896982194,0.5173561783411429,0.5146457661262325,0.5050218567397862,0.5061030976851981,0.5278046610656786,0.5253220535230988,0.5224644097026869,0.5290095494511625,22.005831140318687,0.010338186512570935,0.009576487324168768,0.010116958647491252
8,66.25848970413207,0.1452117919921875,0.5215561062116069,0.5217214464008201,0.001,"(100, 100)",10,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 10, 'NN__alpha': 0.001}",7,0.5322569599110122,0.5291642135695481,0.5259552412058143,0.5257685807977388,0.537361484858394,0.538426479578245,0.5051819079561756,0.5047373372369106,0.5070238942696632,0.510510620821658,4.322730168188511,0.010143168999739261,0.013137484049753635,0.012369113045578277
9,104.21662859916687,0.19288339614868164,0.5550224805733356,0.5562786911056419,0.001,"(100, 100)",15,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 15, 'NN__alpha': 0.001}",6,0.5563638767883662,0.5554818394741114,0.5633702590582387,0.5638396558480242,0.5495809089025961,0.5516488399105278,0.559405397665464,0.561989924882708,0.5463913410663291,0.5484331954128383,22.110615481892992,0.020465829344397765,0.006241785528802073,0.005889120076364911
10,140.38175735473632,0.2672863960266113,0.5693561095366457,0.5708537534576266,0.001,"(100, 100)",20,"{'NN__hidden_layer_sizes': (100, 100), 'gmm__n_components': 20, 'NN__alpha': 0.001}",5,0.5702805010451371,0.5747426143042461,0.578848430091654,0.5809593639721666,0.5673258380430327,0.5667972519099181,0.5747437255955576,0.5716079488844612,0.5555810643864872,0.5601615882173406,26.375589914415247,0.07459425015227884,0.007922749709046948,0.007051141973183508
