,x,y,target
0,33.726829528808594,4.075799465179443,0.0
1,-47.10537338256836,43.13399887084961,1.0
2,4.030273914337158,51.25484085083008,0.0
3,-15.697452545166016,-30.02715492248535,0.0
4,21.150489807128906,-30.982065200805664,0.0
5,21.48753547668457,46.39643859863281,0.0
6,-39.38333511352539,38.44497299194336,0.0
7,48.14992141723633,-43.844730377197266,0.0
8,-0.31044960021972656,-16.616668701171875,0.0
9,17.557809829711914,-53.29385757446289,1.0
10,23.954021453857422,19.800357818603516,0.0
11,-1.1320563554763794,-5.915882110595703,0.0
12,32.86996841430664,30.676959991455078,0.0
13,-27.21623992919922,-6.103531360626221,0.0
14,3.9761078357696533,25.704256057739258,1.0
15,-47.411441802978516,32.670860290527344,0.0
16,-12.55135440826416,-14.836328506469727,0.0
17,45.721168518066406,-23.061790466308594,1.0
18,-24.901399612426758,-8.352217674255371,0.0
19,3.438870906829834,-61.53288269042969,1.0
20,-27.00682258605957,47.4903450012207,0.0
21,-41.10219192504883,-23.340723037719727,0.0
22,-4.221102714538574,-4.138216495513916,0.0
23,-32.404048919677734,10.786993980407715,0.0
24,29.944826126098633,35.27070999145508,0.0
25,-35.31584167480469,24.232370376586914,1.0
26,28.346237182617188,27.816673278808594,0.0
27,-35.1912841796875,28.361658096313477,0.0
28,1.670543909072876,20.39800453186035,0.0
29,-0.4909532368183136,50.22368621826172,0.0
30,-10.078235626220703,60.84621810913086,0.0
31,21.908428192138672,50.60356521606445,1.0
32,27.73247718811035,-22.816362380981445,1.0
33,25.928600311279297,-7.502806663513184,0.0
34,15.538488388061523,-10.89114761352539,0.0
35,56.3207893371582,1.5672001838684082,1.0
36,-2.3223981857299805,10.649209976196289,0.0
37,-18.394813537597656,54.724117279052734,0.0
38,-71.29147338867188,-4.968984603881836,0.0
39,16.586532592773438,29.677257537841797,1.0
40,37.82986831665039,-16.653404235839844,1.0
41,-20.243915557861328,-31.264286041259766,1.0
42,-51.4497184753418,-23.57500457763672,0.0
43,28.720394134521484,52.10161590576172,1.0
44,-0.11324311792850494,-7.912659645080566,0.0
45,60.0054817199707,13.567839622497559,1.0
46,27.055606842041016,21.010839462280273,0.0
47,20.774106979370117,-12.466805458068848,0.0
48,69.39915466308594,17.106365203857422,0.0
49,-24.40908432006836,-41.72226333618164,0.0
50,-42.3449592590332,52.939903259277344,1.0
51,-34.91934585571289,12.723138809204102,0.0
52,36.583072662353516,59.46126174926758,0.0
53,-25.786502838134766,-47.79833984375,0.0
54,54.71162414550781,-23.58312225341797,0.0
55,-29.66401481628418,-45.09999465942383,0.0
56,51.52827835083008,20.636987686157227,0.0
57,-44.855350494384766,-44.797203063964844,0.0
58,-9.431463241577148,28.07436752319336,0.0
59,-55.10297775268555,-11.576740264892578,0.0
60,-6.414898872375488,-41.35758972167969,0.0
61,-22.511730194091797,48.13299560546875,1.0
62,50.377708435058594,28.66985511779785,0.0
63,45.564056396484375,-24.29096794128418,0.0
64,-20.356739044189453,-54.7335319519043,0.0
65,-60.02434539794922,-38.95047378540039,0.0
66,68.24115753173828,19.142833709716797,0.0
67,-4.901979446411133,9.499290466308594,0.0
68,-12.976621627807617,4.904378414154053,0.0
69,-24.115848541259766,44.515933990478516,0.0
70,-30.577543258666992,37.43245315551758,0.0
71,-36.3300895690918,-26.06253433227539,0.0
72,23.90559196472168,30.054378509521484,0.0
73,-14.679242134094238,-19.339277267456055,0.0
74,29.223983764648438,-36.34986877441406,0.0
75,-57.45342254638672,41.20682907104492,0.0
76,-50.03678512573242,38.35008239746094,1.0
77,6.732602596282959,14.980239868164062,0.0
78,2.3134961128234863,-62.586944580078125,0.0
79,58.353824615478516,9.884617805480957,1.0
80,21.858013153076172,50.51894760131836,0.0
81,21.411222457885742,-5.1594157218933105,0.0
82,-14.481568336486816,-6.7485032081604,0.0
83,37.31357192993164,-17.11598777770996,0.0
84,32.03006362915039,-44.9362907409668,0.0
85,-4.632218360900879,-5.223989009857178,0.0
86,-60.08554458618164,15.709848403930664,0.0
87,-35.05553436279297,24.299074172973633,0.0
88,-47.10969161987305,16.586097717285156,0.0
89,10.46988296508789,-50.35704040527344,1.0
